amount,merchant,country,velocity,is_fraud
222.03,casino,IN,9,0
146.65,airline,US,3,0
170.39,grocer,IN,9,0
201.43,grocer,BR,8,0
129.1,wire_transfer,GB,4,0
330.31,fuel,US,5,0
398.41,airline,IN,5,0
331.74,electronics,US,3,0
130.39,wire_transfer,BR,4,0
218.69,casino,BR,7,0
255.75,fuel,BR,6,0
92.72,airline,US,3,0
267.64,wire_transfer,BR,3,0
180.7,electronics,GB,2,0
170.85,electronics,GB,3,0
295.62,airline,RU,8,0
322.75,fuel,BR,7,0
317.71,airline,BR,1,0
253.01,wire_transfer,IN,6,1
330.79,grocer,GB,8,0
282.88,grocer,GB,8,0
89.57,fuel,RU,3,0
394.46,casino,GB,8,0
42.34,grocer,BR,9,0
138.16,airline,US,2,0
76.38,grocer,BR,3,0
109.8,fuel,US,7,0
318.51,wire_transfer,IN,3,0
226.32,casino,US,7,0
619.51,electronics,GB,6,0
390.83,casino,US,1,0
38.19,fuel,US,7,0
2670.56,casino,GB,4,0
184.55,casino,BR,3,0
337.69,grocer,BR,2,0
282.06,grocer,BR,4,0
359.32,grocer,GB,8,0
1997.45,grocer,IN,2,0
264.34,wire_transfer,US,8,0
345.97,electronics,BR,2,0
384.0,casino,IN,3,1
339.97,wire_transfer,GB,3,0
327.69,casino,BR,8,0
157.56,airline,IN,4,0
395.41,casino,BR,5,0
213.62,airline,BR,3,0
23.59,airline,IN,3,0
336.67,fuel,BR,2,0
301.29,casino,US,9,0
162.22,casino,IN,6,0
4992.94,wire_transfer,RU,5,1
286.54,grocer,BR,3,0
3191.45,grocer,GB,4,0
54.85,airline,GB,8,0
67.47,fuel,BR,9,0
209.13,casino,GB,2,0
108.66,electronics,US,5,0
227.91,airline,BR,1,0
271.09,airline,IN,1,0
3523.48,electronics,NG,9,0
199.54,wire_transfer,BR,6,0
108.46,airline,BR,8,0
357.08,casino,GB,8,0
83.31,wire_transfer,IN,1,0
16.3,grocer,BR,6,0
2693.35,fuel,BR,5,0
40.65,electronics,IN,8,0
1733.79,grocer,BR,7,0
351.77,fuel,IN,1,0
206.96,electronics,BR,6,1
269.05,fuel,GB,4,0
15.11,airline,GB,4,0
130.01,fuel,BR,8,0
221.82,electronics,IN,6,0
301.95,casino,US,9,0
93.03,electronics,GB,5,0
205.06,airline,US,7,0
303.31,wire_transfer,GB,5,0
151.37,fuel,US,5,0
76.17,grocer,BR,3,0
3030.47,airline,RU,7,1
257.95,wire_transfer,IN,4,0
318.13,fuel,US,6,0
331.86,electronics,GB,2,0
374.95,wire_transfer,BR,3,0
120.63,grocer,US,3,0
214.34,electronics,GB,2,0
399.2,grocer,IN,6,0
295.17,electronics,GB,1,0
195.82,casino,RU,8,0
97.94,casino,IN,2,0
242.39,wire_transfer,US,1,0
193.06,grocer,GB,2,0
148.73,electronics,BR,5,0
309.04,wire_transfer,US,2,0
348.37,wire_transfer,BR,9,0
366.85,wire_transfer,IN,9,0
983.28,wire_transfer,BR,9,0
431.43,airline,GB,7,0
304.8,wire_transfer,US,6,0
358.34,electronics,IN,5,0
3667.98,wire_transfer,IN,8,0
109.87,wire_transfer,BR,8,0
1541.56,wire_transfer,IN,6,0
250.46,airline,BR,3,0
215.55,fuel,US,5,0
173.58,casino,US,5,0
34.54,electronics,GB,8,0
242.83,airline,US,1,0
317.38,electronics,GB,7,0
349.16,electronics,US,9,0
291.29,fuel,US,5,0
2596.27,wire_transfer,IN,3,0
189.25,fuel,IN,9,0
304.98,wire_transfer,IN,1,0
71.49,fuel,BR,6,0
3449.27,electronics,US,5,0
371.17,electronics,RU,5,0
15.63,airline,BR,7,0
2295.78,casino,US,7,0
88.37,airline,GB,8,0
114.74,casino,GB,5,0
70.69,electronics,GB,1,0
181.14,electronics,BR,3,0
338.53,fuel,BR,5,0
378.19,wire_transfer,BR,8,0
92.46,fuel,BR,8,0
379.03,electronics,IN,9,0
392.98,airline,IN,6,0
135.12,airline,IN,4,0
251.43,airline,BR,4,0
224.55,electronics,GB,6,0
1590.18,casino,BR,4,0
273.23,casino,BR,2,0
226.83,electronics,GB,4,0
61.89,casino,IN,5,0
326.03,electronics,BR,4,0
130.11,wire_transfer,US,4,0
350.31,electronics,BR,3,0
161.97,airline,RU,3,0
63.13,airline,US,4,0
494.89,fuel,US,6,0
399.06,electronics,BR,2,0
46.41,electronics,IN,8,0
3882.77,grocer,GB,4,0
71.53,fuel,US,4,0
2083.27,casino,IN,4,0
330.03,fuel,IN,5,0
213.78,grocer,IN,5,1
150.57,fuel,BR,4,0
387.08,wire_transfer,IN,4,0
365.91,airline,BR,8,0
109.23,electronics,GB,8,0
149.02,airline,NG,6,0
102.89,wire_transfer,BR,6,0
3752.37,wire_transfer,GB,9,0
388.92,electronics,US,2,0
181.48,electronics,NG,7,0
260.0,electronics,GB,3,0
174.03,airline,BR,4,0
227.83,grocer,US,7,0
2648.19,wire_transfer,US,1,0
19.07,airline,GB,1,0
858.5,electronics,IN,3,0
27.35,electronics,GB,2,0
2436.54,grocer,GB,3,0
390.95,fuel,BR,3,0
305.37,wire_transfer,IN,1,0
127.82,airline,BR,9,0
36.45,fuel,BR,5,0
466.09,casino,NG,5,1
3111.98,fuel,BR,3,0
278.08,casino,IN,4,0
261.71,fuel,NG,1,1
328.29,grocer,GB,8,0
384.95,grocer,BR,8,0
189.72,electronics,IN,8,0
84.48,grocer,US,1,0
6550.24,wire_transfer,GB,12,1
222.43,fuel,BR,6,1
282.63,electronics,RU,1,0
315.44,grocer,GB,1,0
2060.25,airline,US,6,0
153.0,grocer,BR,5,0
125.27,grocer,US,8,0
189.41,casino,US,1,0
3415.77,casino,GB,1,0
375.52,casino,GB,2,0
1714.39,fuel,IN,9,0
2681.35,fuel,BR,4,0
907.81,casino,GB,7,0
26.45,casino,BR,7,0
28.66,electronics,US,6,0
162.34,fuel,IN,6,0
84.79,wire_transfer,RU,1,0
368.44,electronics,US,4,0
288.49,wire_transfer,IN,9,0
330.89,wire_transfer,IN,6,0
1254.32,casino,IN,6,0
2662.93,fuel,US,6,0
346.71,wire_transfer,GB,9,0
274.13,electronics,GB,6,0
141.2,fuel,IN,8,0
306.28,airline,IN,1,0
281.75,grocer,GB,1,0
230.33,wire_transfer,US,7,0
2889.59,casino,BR,6,0
482.07,fuel,IN,6,0
338.32,casino,IN,4,0
29.38,fuel,IN,6,0
361.14,airline,GB,8,0
111.98,wire_transfer,GB,2,1
132.79,airline,NG,5,0
2935.22,fuel,IN,3,0
200.62,casino,GB,9,0
329.69,casino,BR,9,0
236.83,airline,US,8,0
279.77,airline,GB,3,0
6989.5,casino,NG,3,1
106.22,casino,GB,6,1
293.84,electronics,BR,5,0
50.27,wire_transfer,US,7,0
232.01,casino,US,5,0
161.83,wire_transfer,BR,2,0
3314.39,electronics,BR,3,0
186.11,casino,GB,3,0
347.78,wire_transfer,GB,8,0
125.85,casino,RU,5,1
328.09,grocer,BR,2,0
171.95,grocer,US,9,0
239.91,fuel,BR,5,0
8.51,grocer,US,2,0
56.58,airline,US,2,0
326.06,casino,GB,4,0
267.26,electronics,RU,4,0
385.76,grocer,NG,7,0
336.14,fuel,US,8,0
140.84,grocer,IN,4,0
115.82,wire_transfer,GB,8,0
7725.45,fuel,BR,2,1
91.86,wire_transfer,RU,1,0
373.04,grocer,IN,9,0
2918.64,electronics,US,1,1
2518.66,grocer,US,3,0
264.68,grocer,US,1,0
119.42,airline,NG,4,0
149.72,grocer,BR,3,0
139.64,grocer,GB,2,0
364.9,casino,US,7,0
94.81,electronics,IN,1,0
82.48,airline,BR,3,0
339.48,airline,BR,9,0
219.41,electronics,IN,5,0
324.28,electronics,BR,2,1
245.3,casino,BR,9,0
404.11,casino,BR,4,0
8248.54,wire_transfer,NG,4,1
163.7,wire_transfer,GB,4,0
202.17,casino,US,1,1
47.36,casino,GB,8,0
1404.62,fuel,GB,3,0
100.09,airline,BR,4,0
339.78,casino,GB,8,0
1164.65,electronics,BR,2,0
3825.05,electronics,BR,1,0
303.18,wire_transfer,BR,5,1
294.9,airline,BR,3,0
203.36,casino,US,2,0
545.0,wire_transfer,BR,5,1
213.05,fuel,IN,5,0
355.52,electronics,GB,9,0
283.57,wire_transfer,GB,1,0
2243.93,casino,BR,2,0
170.69,airline,GB,9,0
80.52,electronics,IN,5,0
304.36,fuel,GB,1,0
1282.13,airline,IN,3,0
45.77,wire_transfer,BR,4,0
399.14,casino,US,3,0
2847.63,wire_transfer,US,7,0
2953.94,airline,US,5,0
584.61,casino,NG,4,1
6761.08,airline,NG,11,1
46.85,airline,US,5,0
210.4,airline,IN,5,0
202.76,wire_transfer,BR,2,0
152.32,casino,BR,6,0
3495.3,fuel,IN,5,1
139.31,grocer,US,7,0
196.47,electronics,BR,2,0
35.35,electronics,US,4,0
284.63,airline,GB,5,0
111.92,grocer,GB,6,0
321.43,grocer,NG,5,0
336.41,casino,US,4,0
364.05,wire_transfer,US,4,0
326.4,grocer,BR,2,0
3482.11,airline,US,9,0
1187.2,wire_transfer,GB,9,0
396.21,fuel,US,3,0
92.01,electronics,GB,6,0
361.6,electronics,US,1,0
63.46,airline,US,5,0
2624.57,electronics,GB,1,0
294.3,electronics,BR,3,0
302.93,fuel,IN,2,0
138.54,airline,IN,7,0
1371.59,casino,IN,5,0
358.81,grocer,US,4,0
313.99,wire_transfer,IN,5,0
161.89,casino,BR,8,0
91.99,wire_transfer,BR,9,0
15.69,grocer,IN,5,0
8057.01,grocer,NG,5,1
208.17,fuel,BR,4,0
101.97,fuel,BR,2,0
183.63,grocer,BR,4,0
60.89,electronics,IN,7,0
133.17,grocer,GB,4,0
319.53,casino,GB,5,0
274.71,grocer,BR,2,0
298.87,fuel,US,8,0
119.77,wire_transfer,BR,2,0
117.16,fuel,IN,2,0
79.01,casino,GB,3,0
336.53,grocer,NG,8,0
100.14,fuel,BR,9,0
155.49,wire_transfer,RU,3,0
70.69,casino,IN,1,0
386.34,electronics,GB,8,0
1146.46,fuel,GB,7,0
112.89,electronics,GB,2,0
319.02,electronics,GB,7,0
1132.84,casino,IN,1,0
106.19,airline,GB,3,0
317.51,casino,RU,22,1
226.76,casino,IN,1,0
917.9,grocer,GB,4,0
224.14,airline,IN,3,0
291.72,electronics,GB,9,0
32.12,fuel,IN,2,0
3111.95,wire_transfer,US,2,1
1091.73,fuel,US,9,0
144.46,wire_transfer,GB,2,0
285.97,fuel,GB,9,0
2544.29,airline,NG,2,1
197.95,casino,GB,4,0
509.12,casino,GB,4,0
268.48,wire_transfer,BR,3,0
2426.0,electronics,BR,9,0
299.71,grocer,IN,7,0
34.06,wire_transfer,US,6,0
195.73,grocer,GB,4,0
94.11,fuel,US,5,0
264.05,electronics,IN,5,0
2547.9,casino,IN,9,0
144.36,grocer,US,2,0
144.32,electronics,NG,6,0
361.58,grocer,BR,6,0
265.21,grocer,GB,9,0
6.34,electronics,GB,7,0
73.25,grocer,GB,1,0
366.11,wire_transfer,GB,2,0
18.73,fuel,GB,9,0
109.09,airline,NG,3,0
202.33,fuel,IN,1,0
180.2,casino,BR,7,0
315.85,casino,RU,6,0
297.64,fuel,IN,5,0
34.3,grocer,BR,2,0
276.63,wire_transfer,GB,1,0
53.87,casino,GB,7,0
328.53,casino,US,9,0
259.38,electronics,US,7,0
260.52,grocer,NG,8,0
249.13,airline,IN,9,0
207.55,airline,IN,4,0
28.2,casino,BR,5,0
366.61,fuel,BR,9,0
30.97,grocer,US,3,0
297.95,casino,IN,8,0
128.22,electronics,IN,1,0
3777.53,casino,US,6,0
381.85,electronics,GB,6,0
150.32,fuel,IN,2,0
389.94,grocer,IN,8,0
39.07,fuel,GB,6,0
76.32,airline,IN,7,0
322.79,airline,GB,3,0
20.94,electronics,US,9,0
141.89,grocer,NG,6,0
297.61,wire_transfer,GB,7,0
333.85,wire_transfer,IN,7,0
140.04,grocer,BR,1,0
823.34,casino,US,6,0
90.4,casino,GB,5,0
397.58,grocer,US,4,0
255.61,wire_transfer,NG,6,1
183.06,fuel,US,6,0
189.63,casino,GB,1,0
180.84,casino,IN,4,0
746.4,airline,US,6,0
228.14,fuel,GB,5,0
2147.82,casino,IN,2,0
240.57,wire_transfer,GB,7,0
48.27,electronics,IN,6,1
119.24,wire_transfer,IN,7,0
119.09,electronics,US,3,0
279.6,casino,BR,8,0
1787.96,casino,US,5,0
166.15,grocer,RU,3,0
1588.35,fuel,RU,1,0
229.82,casino,US,4,0
266.96,wire_transfer,BR,5,0
2825.57,electronics,BR,4,0
27.15,grocer,US,4,0
3228.43,electronics,US,1,0
164.28,grocer,GB,9,0
1938.59,fuel,US,5,0
204.5,electronics,GB,3,0
57.65,airline,US,6,0
267.72,airline,GB,7,0
7.27,fuel,BR,1,0
211.95,casino,IN,4,0
137.39,grocer,GB,5,0
2738.24,electronics,BR,6,0
261.95,airline,RU,3,0
174.47,grocer,IN,8,0
278.31,wire_transfer,GB,8,0
1193.8,electronics,IN,8,0
232.12,fuel,GB,4,0
2162.46,electronics,US,3,0
129.8,electronics,US,8,0
9.61,casino,GB,7,0
247.99,fuel,IN,6,0
5.82,wire_transfer,US,5,0
258.6,casino,IN,2,0
205.41,airline,GB,7,1
335.95,fuel,IN,7,0
108.29,airline,US,6,0
289.16,fuel,BR,9,0
3620.33,grocer,BR,10,1
25.88,airline,GB,8,0
207.72,grocer,IN,3,0
114.4,airline,IN,1,0
194.99,electronics,BR,2,0
163.59,electronics,IN,1,0
379.38,wire_transfer,US,4,0
350.6,electronics,BR,5,0
257.66,casino,BR,3,0
350.75,fuel,GB,1,0
1490.68,airline,GB,2,0
200.86,grocer,IN,5,0
22.26,fuel,US,1,0
298.2,electronics,BR,1,0
331.2,electronics,BR,9,0
363.85,airline,GB,3,0
236.22,electronics,US,8,0
392.67,wire_transfer,US,4,0
209.86,wire_transfer,IN,1,0
2707.24,electronics,GB,2,0
337.31,wire_transfer,GB,9,0
2836.45,fuel,GB,4,0
21.98,fuel,BR,3,0
192.94,wire_transfer,BR,1,0
35.29,airline,IN,1,0
19.05,airline,US,4,0
226.05,wire_transfer,US,4,0
237.11,wire_transfer,BR,8,0
233.8,fuel,IN,9,0
397.33,electronics,IN,5,0
146.81,wire_transfer,BR,5,0
49.13,grocer,IN,2,0
3672.63,casino,BR,1,0
392.85,casino,BR,2,0
310.83,wire_transfer,IN,4,0
354.78,casino,US,9,0
116.62,casino,IN,3,0
126.69,fuel,BR,7,0
2171.64,fuel,BR,3,0
83.52,grocer,BR,8,0
338.24,casino,US,1,0
244.14,grocer,BR,8,0
48.59,grocer,US,2,0
3884.8,electronics,US,8,0
101.13,airline,GB,4,0
2394.24,casino,NG,1,0
371.8,casino,GB,3,0
130.75,grocer,BR,3,1
775.68,fuel,IN,1,0
104.27,casino,RU,4,0
30.37,fuel,NG,6,0
227.65,airline,GB,7,0
2064.07,grocer,BR,5,0
11.0,airline,IN,3,0
287.24,electronics,GB,6,0
27.87,fuel,US,4,0
341.62,wire_transfer,BR,7,0
280.13,wire_transfer,GB,7,0
7043.44,wire_transfer,BR,17,1
213.5,wire_transfer,US,6,0
240.55,electronics,GB,8,0
122.58,airline,GB,7,0
122.21,fuel,BR,5,0
187.71,grocer,IN,2,0
2158.68,airline,BR,5,0
232.57,casino,IN,1,0
41.2,fuel,GB,9,0
390.69,electronics,IN,5,0
387.09,fuel,GB,2,0
331.94,wire_transfer,GB,3,0
320.24,casino,GB,9,1
3110.11,casino,US,8,0
47.78,grocer,RU,6,0
180.71,grocer,RU,2,0
383.58,wire_transfer,NG,3,0
156.1,electronics,US,2,0
73.47,wire_transfer,BR,1,0
411.47,wire_transfer,IN,1,0
63.91,wire_transfer,BR,9,0
1286.96,wire_transfer,NG,4,0
288.66,wire_transfer,IN,7,0
540.94,wire_transfer,US,9,0
152.86,fuel,GB,3,0
340.01,fuel,GB,9,0
103.23,casino,GB,6,0
261.14,wire_transfer,US,9,0
86.76,grocer,IN,7,0
581.09,fuel,NG,15,1
72.28,casino,NG,8,0
362.99,grocer,US,7,0
793.73,fuel,GB,6,0
59.49,wire_transfer,IN,1,0
65.85,wire_transfer,GB,9,0
1704.37,casino,BR,4,0
3324.64,electronics,IN,8,0
160.88,grocer,GB,6,0
554.21,grocer,GB,5,0
55.18,casino,BR,9,0
843.68,airline,BR,4,0
41.69,grocer,GB,2,1
110.08,fuel,US,9,0
1532.23,airline,BR,1,0
171.93,airline,GB,9,0
1421.74,fuel,GB,7,0
356.49,fuel,BR,7,0
327.15,grocer,US,5,0
250.89,fuel,IN,7,0
182.36,fuel,IN,5,0
314.18,wire_transfer,IN,1,0
1518.07,wire_transfer,RU,9,0
189.42,grocer,US,3,0
3951.83,wire_transfer,BR,9,0
16.3,airline,RU,9,0
351.43,electronics,NG,4,0
160.74,electronics,GB,1,0
158.25,grocer,IN,1,0
119.26,fuel,IN,1,0
336.25,casino,RU,1,0
353.31,casino,RU,6,0
6915.47,casino,RU,10,1
394.44,fuel,IN,5,0
3015.26,casino,NG,6,1
2095.91,electronics,GB,6,0
133.0,wire_transfer,US,2,1
307.18,electronics,BR,2,0
184.45,electronics,BR,4,0
164.22,wire_transfer,GB,2,0
367.31,casino,US,2,1
1845.38,fuel,RU,5,0
310.93,fuel,GB,9,0
70.16,fuel,IN,2,1
272.02,fuel,BR,2,0
79.94,fuel,GB,5,0
398.45,fuel,US,6,0
269.89,electronics,US,3,0
306.22,electronics,BR,8,0
3335.37,fuel,IN,2,0
66.58,casino,BR,3,0
118.15,electronics,BR,7,0
245.77,grocer,US,7,0
220.48,fuel,IN,8,0
68.28,electronics,US,4,0
209.37,electronics,NG,2,0
156.45,airline,BR,7,0
304.11,wire_transfer,GB,9,0
369.44,airline,NG,5,0
15.3,airline,BR,1,0
25.91,casino,BR,1,0
272.5,casino,US,3,0
827.89,casino,IN,2,1
150.86,casino,GB,9,0
102.8,airline,BR,1,0
187.68,electronics,GB,7,0
96.97,casino,US,2,0
321.16,wire_transfer,IN,2,0
224.59,fuel,BR,9,0
58.62,grocer,IN,6,0
384.47,casino,US,5,0
313.98,casino,IN,1,0
205.93,electronics,BR,7,0
3259.34,casino,US,7,0
222.37,wire_transfer,IN,8,0
362.93,casino,US,1,0
16.68,wire_transfer,US,6,0
41.93,wire_transfer,GB,6,0
72.73,electronics,IN,1,0
280.89,airline,IN,6,0
144.03,electronics,GB,4,0
1028.35,casino,GB,7,0
336.54,fuel,GB,1,0
105.75,grocer,BR,2,0
156.13,wire_transfer,GB,8,0
302.33,fuel,IN,8,0
266.5,grocer,BR,8,0
2488.25,wire_transfer,IN,8,0
310.09,grocer,US,4,0
328.77,wire_transfer,US,6,1
62.75,fuel,GB,5,0
2406.86,grocer,NG,3,0
3426.07,wire_transfer,IN,2,0
1456.23,electronics,IN,6,0
208.32,airline,US,8,0
130.45,casino,GB,5,0
5989.8,wire_transfer,NG,3,1
3483.81,casino,US,24,1
235.58,grocer,GB,9,0
163.85,wire_transfer,IN,1,0
178.91,casino,BR,7,0
2017.7,grocer,NG,3,1
28.42,airline,US,4,0
339.58,grocer,US,7,0
30.94,wire_transfer,US,7,0
821.84,electronics,BR,7,0
352.48,wire_transfer,IN,3,0
60.7,wire_transfer,NG,3,0
204.08,airline,IN,6,0
200.02,electronics,IN,7,1
131.98,grocer,IN,8,0
2171.0,grocer,IN,2,0
211.76,casino,IN,6,0
245.71,casino,RU,2,0
322.19,wire_transfer,BR,3,0
77.47,casino,BR,6,0
24.53,fuel,US,6,0
38.17,grocer,GB,8,0
25.98,casino,IN,8,0
278.68,grocer,IN,6,0
94.05,airline,GB,5,0
197.98,airline,BR,8,0
2381.86,grocer,US,9,0
2713.48,airline,IN,8,0
1598.9,casino,GB,9,0
1286.88,grocer,US,8,0
367.42,airline,IN,6,0
107.28,electronics,BR,4,0
245.23,airline,US,3,0
91.14,wire_transfer,US,7,0
360.67,casino,GB,4,0
200.85,electronics,US,9,0
198.18,grocer,GB,9,0
57.55,airline,IN,4,0
268.51,wire_transfer,BR,9,0
179.98,airline,US,6,0
332.7,airline,IN,5,0
257.61,electronics,US,1,0
132.97,casino,US,3,0
172.76,grocer,BR,8,0
170.6,wire_transfer,US,5,0
309.34,grocer,IN,4,0
170.69,casino,IN,8,0
123.28,electronics,IN,7,0
284.77,casino,IN,9,0
325.61,casino,RU,4,0
3396.83,airline,IN,9,0
2186.82,grocer,BR,1,0
371.82,wire_transfer,GB,1,0
1277.59,fuel,BR,1,0
3864.27,casino,IN,1,0
350.06,electronics,US,5,0
313.62,fuel,BR,6,0
698.79,grocer,GB,2,0
369.27,casino,BR,1,0
44.0,wire_transfer,RU,9,0
54.75,fuel,IN,8,0
1680.84,grocer,US,3,0
97.72,electronics,NG,5,0
3348.24,casino,BR,4,0
302.77,grocer,IN,6,0
238.69,electronics,GB,7,0
398.69,fuel,BR,5,0
3747.81,wire_transfer,NG,2,1
2727.23,fuel,GB,1,0
103.4,electronics,BR,8,0
253.46,grocer,IN,1,0
384.89,grocer,IN,2,0
49.12,fuel,NG,4,0
31.41,wire_transfer,IN,4,0
391.72,casino,US,7,0
300.08,wire_transfer,IN,1,0
277.6,casino,GB,2,0
236.89,fuel,RU,2,0
21.2,wire_transfer,IN,1,0
389.68,airline,IN,3,0
114.0,airline,US,9,0
155.24,grocer,IN,5,0
2069.67,grocer,BR,3,0
262.37,fuel,RU,8,0
52.04,fuel,NG,7,0
142.4,fuel,GB,8,0
2223.62,casino,US,9,0
381.38,wire_transfer,GB,6,0
6369.84,wire_transfer,US,1,1
227.76,electronics,IN,8,0
267.92,airline,US,2,0
39.28,wire_transfer,BR,2,0
126.42,wire_transfer,US,4,0
54.71,airline,NG,9,0
28.49,grocer,US,1,0
67.16,casino,IN,1,0
2886.04,grocer,US,5,0
913.31,electronics,IN,4,1
368.34,electronics,BR,3,0
242.36,grocer,US,3,0
174.74,grocer,US,4,0
234.39,airline,NG,7,0
2639.78,casino,BR,3,0
395.67,grocer,GB,6,0
243.6,fuel,GB,9,0
250.6,fuel,US,8,0
93.31,electronics,BR,8,0
6.39,wire_transfer,BR,5,0
662.97,fuel,US,7,0
266.54,casino,IN,7,0
261.01,fuel,GB,4,0
239.71,airline,BR,5,0
345.23,electronics,IN,4,0
1427.72,casino,IN,8,0
494.23,electronics,RU,20,1
4182.59,casino,GB,6,0
270.54,casino,US,9,0
396.13,fuel,GB,3,0
347.1,electronics,IN,3,0
8926.83,wire_transfer,NG,4,1
307.15,electronics,US,8,0
277.94,airline,GB,5,0
87.17,electronics,BR,4,0
142.91,airline,BR,7,0
5901.36,casino,GB,23,1
227.13,electronics,US,7,0
328.49,fuel,BR,4,0
274.54,grocer,GB,4,0
196.94,electronics,US,3,0
2384.79,grocer,IN,8,0
190.97,fuel,US,6,0
58.46,casino,US,5,0
173.45,fuel,BR,4,0
310.95,casino,BR,6,0
156.75,wire_transfer,US,6,1
74.86,fuel,IN,4,0
391.39,fuel,US,7,0
1575.3,wire_transfer,BR,8,0
194.23,wire_transfer,US,4,0
78.32,casino,NG,1,0
123.49,casino,BR,8,0
349.22,fuel,GB,3,0
170.71,grocer,GB,3,0
372.16,grocer,IN,5,0
307.12,electronics,BR,3,0
68.79,casino,GB,3,1
3068.65,wire_transfer,US,6,0
155.28,airline,US,8,0
1804.96,wire_transfer,IN,9,0
383.88,electronics,BR,7,0
3438.16,fuel,GB,9,0
66.18,wire_transfer,US,3,0
125.26,airline,US,1,0
374.33,fuel,BR,2,0
111.02,wire_transfer,IN,9,0
378.8,grocer,BR,1,0
1380.32,grocer,RU,9,0
233.97,fuel,IN,2,0
196.92,grocer,BR,6,0
321.07,casino,GB,7,0
82.6,grocer,IN,1,0
135.22,fuel,GB,3,0
244.24,grocer,NG,16,1
98.27,wire_transfer,IN,4,0
1984.31,fuel,GB,2,0
2.7,casino,US,9,0
332.51,airline,US,3,0
248.64,electronics,IN,4,0
133.77,casino,GB,4,0
129.97,fuel,BR,9,1
334.63,grocer,IN,9,0
197.02,fuel,GB,2,0
330.37,electronics,IN,1,0
9.32,airline,GB,4,0
19.54,wire_transfer,GB,1,0
88.64,electronics,IN,6,0
3930.26,wire_transfer,GB,8,0
318.87,casino,IN,7,0
108.67,wire_transfer,BR,9,0
95.71,airline,NG,9,0
377.17,fuel,US,3,0
159.98,grocer,BR,9,0
540.59,airline,BR,4,0
21.84,casino,US,4,0
36.46,grocer,US,2,0
41.07,grocer,US,1,0
164.5,casino,IN,2,0
232.54,airline,US,5,0
1696.34,airline,NG,6,0
64.92,wire_transfer,GB,2,0
397.5,wire_transfer,IN,2,0
214.79,casino,US,1,1
309.95,airline,RU,3,0
243.24,grocer,US,8,0
273.38,airline,GB,6,0
38.29,airline,BR,1,1
362.37,electronics,BR,1,0
268.29,grocer,IN,9,0
15.5,airline,BR,1,0
333.1,electronics,GB,1,0
263.67,electronics,US,5,0
293.45,fuel,BR,1,0
153.89,airline,GB,3,0
59.46,airline,US,3,0
1252.84,grocer,US,3,0
909.42,airline,IN,1,0
75.17,grocer,GB,3,0
252.34,fuel,IN,5,0
172.48,wire_transfer,US,2,0
121.26,airline,BR,4,0
149.16,airline,US,3,0
31.21,wire_transfer,GB,1,0
217.44,casino,US,2,0
343.87,casino,GB,8,0
331.68,casino,GB,9,0
367.05,electronics,US,4,0
197.89,electronics,NG,8,0
46.86,wire_transfer,US,6,0
224.34,electronics,US,3,0
3135.85,airline,GB,3,0
160.87,electronics,BR,9,0
81.0,casino,US,9,0
228.95,electronics,GB,6,0
360.0,airline,IN,4,0
11.36,grocer,US,5,0
200.9,grocer,US,9,0
24.58,airline,BR,6,0
304.49,casino,US,7,1
557.41,wire_transfer,GB,4,0
304.4,grocer,US,3,0
397.92,grocer,GB,3,0
113.11,wire_transfer,IN,2,0
105.39,airline,US,8,0
89.02,fuel,GB,9,0
103.7,airline,NG,1,0
103.17,electronics,BR,2,1
813.38,casino,NG,25,1
33.11,fuel,IN,7,0
1039.52,grocer,RU,15,1
95.2,airline,NG,1,0
60.08,grocer,IN,6,0
66.52,grocer,BR,1,0
28.61,grocer,BR,7,0
346.35,wire_transfer,NG,2,0
93.35,airline,IN,8,0
335.16,airline,GB,4,0
111.51,grocer,GB,5,0
101.6,wire_transfer,GB,8,0
324.83,airline,BR,2,0
218.89,airline,US,7,0
58.98,fuel,IN,3,0
7649.6,airline,NG,15,1
253.46,airline,IN,7,0
1701.29,wire_transfer,IN,5,0
235.93,airline,BR,4,0
211.13,casino,US,9,0
2638.54,wire_transfer,IN,3,0
306.44,wire_transfer,BR,7,0
311.81,electronics,GB,6,0
267.61,wire_transfer,US,8,0
13.11,electronics,BR,7,0
525.7,fuel,IN,7,0
77.23,grocer,IN,8,0
4.93,electronics,GB,6,0
209.12,wire_transfer,BR,3,0
277.36,grocer,GB,9,0
27.5,casino,US,1,0
329.35,electronics,BR,2,0
100.6,casino,US,9,0
5.16,electronics,RU,9,0
23.06,casino,US,8,0
240.9,grocer,GB,5,0
239.4,grocer,US,2,0
366.53,casino,NG,6,0
324.0,fuel,IN,3,0
2212.09,wire_transfer,BR,8,0
296.17,grocer,US,9,0
220.14,wire_transfer,BR,5,1
284.58,wire_transfer,IN,6,1
362.23,wire_transfer,US,1,0
22.28,casino,IN,5,0
1791.69,fuel,BR,7,0
2289.82,electronics,BR,7,0
318.49,airline,IN,6,0
137.01,fuel,IN,1,1
71.72,fuel,US,5,0
2144.25,grocer,IN,1,0
1904.35,airline,BR,5,0
143.97,wire_transfer,GB,2,0
236.26,wire_transfer,IN,1,0
26.92,wire_transfer,IN,4,0
123.7,grocer,US,5,0
80.98,electronics,IN,9,0
984.41,electronics,BR,7,0
373.66,wire_transfer,IN,2,0
94.06,fuel,GB,9,0
284.28,airline,US,2,0
86.94,casino,US,2,0
397.18,wire_transfer,GB,6,0
44.22,electronics,BR,9,0
